"Date";"Price"
22.01.2016;13.60
25.01.2016;12.83
26.01.2016;13.10
27.01.2016;13.44
28.01.2016;13.79
29.01.2016;13.34
01.02.2016;12.95
02.02.2016;12.95
03.02.2016;12.94
04.02.2016;12.49
05.02.2016;12.34
08.02.2016;12.31
09.02.2016;12.14
10.02.2016;12.08
11.02.2016;11.91
12.02.2016;12.14
15.02.2016;11.99
16.02.2016;11.85
17.02.2016;11.98
18.02.2016;12.18
19.02.2016;12.15
22.02.2016;12.55
23.02.2016;12.41
24.02.2016;12.15
25.02.2016;12.01
26.02.2016;12.29
29.02.2016;12.49
01.03.2016;12.31
02.03.2016;12.29
03.03.2016;12.14
04.03.2016;11.94
07.03.2016;11.94
08.03.2016;12.04
09.03.2016;12.16
10.03.2016;11.94
11.03.2016;12.14
14.03.2016;12.09
15.03.2016;12.11
16.03.2016;12.06
17.03.2016;12.18
18.03.2016;12.18
21.03.2016;12.01
22.03.2016;12.03
23.03.2016;12.08
24.03.2016;12.15
29.03.2016;12.14
30.03.2016;12.16
31.03.2016;12.16
01.04.2016;11.64
04.04.2016;11.39
05.04.2016;11.39
06.04.2016;11.44
07.04.2016;11.21
08.04.2016;11.31
11.04.2016;11.31
12.04.2016;11.36
13.04.2016;11.38
14.04.2016;11.29
15.04.2016;11.31
18.04.2016;11.49
19.04.2016;11.76
20.04.2016;12.00
21.04.2016;12.61
22.04.2016;13.09
25.04.2016;12.99
26.04.2016;14.03
27.04.2016;14.03
28.04.2016;12.74
29.04.2016;12.54
03.05.2016;12.29
04.05.2016;12.44
05.05.2016;12.84
06.05.2016;13.01
09.05.2016;13.08
10.05.2016;13.09
11.05.2016;13.19
12.05.2016;12.99
13.05.2016;12.94
16.05.2016;13.19
17.05.2016;13.23
18.05.2016;13.24
19.05.2016;13.09
20.05.2016;13.16
23.05.2016;13.01
24.05.2016;13.06
25.05.2016;13.35
26.05.2016;13.64
27.05.2016;14.03
31.05.2016;14.34
01.06.2016;14.19
02.06.2016;14.55
03.06.2016;14.21
06.06.2016;14.56
07.06.2016;14.79
08.06.2016;14.46
09.06.2016;14.24
10.06.2016;14.04
13.06.2016;13.99
14.06.2016;14.21
15.06.2016;14.24
16.06.2016;14.39
17.06.2016;14.54
20.06.2016;15.31
21.06.2016;14.89
22.06.2016;15.35
23.06.2016;15.30
24.06.2016;14.78
27.06.2016;14.30
28.06.2016;14.25
29.06.2016;14.56
30.06.2016;14.08
01.07.2016;14.39
04.07.2016;14.61
05.07.2016;14.26
06.07.2016;14.25
07.07.2016;14.43
08.07.2016;14.25
11.07.2016;14.16
12.07.2016;14.41
13.07.2016;14.30
14.07.2016;14.41
15.07.2016;14.24
18.07.2016;14.41
19.07.2016;14.45
20.07.2016;14.76
21.07.2016;15.06
22.07.2016;14.89
25.07.2016;14.91
26.07.2016;14.70
27.07.2016;14.53
28.07.2016;14.23
29.07.2016;13.93
01.08.2016;14.09
02.08.2016;13.89
03.08.2016;13.81
04.08.2016;13.80
05.08.2016;13.31
08.08.2016;13.06
09.08.2016;12.95
10.08.2016;12.95
11.08.2016;12.86
12.08.2016;12.30
15.08.2016;11.73
16.08.2016;12.05
17.08.2016;12.13
18.08.2016;11.83
19.08.2016;10.75
22.08.2016;11.35
23.08.2016;11.73
24.08.2016;11.14
25.08.2016;11.16
26.08.2016;11.64
30.08.2016;11.56
31.08.2016;11.53
01.09.2016;12.65
02.09.2016;12.81
05.09.2016;12.60
06.09.2016;12.54
07.09.2016;12.10
08.09.2016;12.11
09.09.2016;11.98
12.09.2016;11.89
13.09.2016;12.16
14.09.2016;12.09
15.09.2016;12.63
16.09.2016;12.76
19.09.2016;13.54
20.09.2016;13.09
21.09.2016;13.43
22.09.2016;13.65
23.09.2016;14.06
26.09.2016;13.88
27.09.2016;13.33
28.09.2016;13.98
29.09.2016;14.14
30.09.2016;13.64
03.10.2016;15.55
04.10.2016;16.10
05.10.2016;16.15
06.10.2016;16.61
07.10.2016;16.15
10.10.2016;15.95
11.10.2016;15.54
12.10.2016;15.51
13.10.2016;15.95
14.10.2016;16.21
17.10.2016;16.41
18.10.2016;16.83
19.10.2016;16.79
20.10.2016;17.00
21.10.2016;16.91
24.10.2016;17.39
25.10.2016;17.63
26.10.2016;17.21
27.10.2016;17.46
28.10.2016;17.41
31.10.2016;17.93
01.11.2016;18.56
02.11.2016;19.05
03.11.2016;18.81
04.11.2016;18.28
07.11.2016;17.94
08.11.2016;17.78
09.11.2016;18.03
10.11.2016;18.20
11.11.2016;18.14
14.11.2016;17.69
15.11.2016;17.96
16.11.2016;17.69
17.11.2016;17.76
18.11.2016;18.01
21.11.2016;17.50
22.11.2016;17.69
23.11.2016;17.79
24.11.2016;17.86
25.11.2016;17.76
28.11.2016;18.11
29.11.2016;18.14
30.11.2016;18.33
01.12.2016;18.09
02.12.2016;17.63
05.12.2016;16.88
06.12.2016;16.36
07.12.2016;16.31
08.12.2016;16.51
09.12.2016;16.56
12.12.2016;17.04
13.12.2016;17.28
14.12.2016;17.14
15.12.2016;17.16
16.12.2016;17.55
19.12.2016;17.44
20.12.2016;17.58
21.12.2016;17.78
22.12.2016;18.28
23.12.2016;18.23
28.12.2016;18.81
29.12.2016;19.05
30.12.2016;19.55
03.01.2017;18.31
04.01.2017;18.96
05.01.2017;18.86
06.01.2017;18.66
09.01.2017;19.29
10.01.2017;20.01
11.01.2017;20.61
12.01.2017;20.28
13.01.2017;20.09
16.01.2017;19.09
17.01.2017;19.74
18.01.2017;19.83
19.01.2017;19.93
20.01.2017;20.69
23.01.2017;21.28
24.01.2017;20.74
25.01.2017;20.01
26.01.2017;20.00
27.01.2017;19.64
30.01.2017;20.59
31.01.2017;21.23
01.02.2017;21.75
02.02.2017;21.95
03.02.2017;22.30
06.02.2017;22.04
07.02.2017;21.44
08.02.2017;20.31
09.02.2017;20.26
10.02.2017;19.81
13.02.2017;19.08
14.02.2017;18.83
15.02.2017;18.96
16.02.2017;19.08
17.02.2017;18.59
20.02.2017;18.56
21.02.2017;18.18
22.02.2017;18.11
23.02.2017;18.40
24.02.2017;17.81
27.02.2017;17.35
28.02.2017;16.99
01.03.2017;17.30
02.03.2017;16.86
03.03.2017;16.89
06.03.2017;16.81
07.03.2017;16.59
08.03.2017;16.36
09.03.2017;16.26
10.03.2017;16.21
13.03.2017;15.96
14.03.2017;16.04
15.03.2017;16.20
16.03.2017;16.08
17.03.2017;16.05
20.03.2017;15.86
21.03.2017;15.69
22.03.2017;15.73
23.03.2017;15.64
24.03.2017;15.31
27.03.2017;14.99
28.03.2017;15.21
29.03.2017;15.80
30.03.2017;15.99
31.03.2017;15.69
03.04.2017;16.11
04.04.2017;16.16
05.04.2017;16.24
06.04.2017;16.13
07.04.2017;15.79
10.04.2017;15.64
11.04.2017;15.64
12.04.2017;15.69
13.04.2017;15.76
18.04.2017;16.28
19.04.2017;16.20
20.04.2017;16.15
21.04.2017;16.39
24.04.2017;16.20
25.04.2017;15.88
26.04.2017;16.19
27.04.2017;16.08
28.04.2017;16.34
02.05.2017;16.48
03.05.2017;16.34
04.05.2017;15.90
05.05.2017;15.84
08.05.2017;15.50
09.05.2017;15.56
10.05.2017;15.65
11.05.2017;15.35
12.05.2017;15.44
15.05.2017;15.55
16.05.2017;15.46
17.05.2017;15.65
18.05.2017;15.84
19.05.2017;15.59
22.05.2017;15.59
23.05.2017;15.74
24.05.2017;15.61
25.05.2017;15.48
26.05.2017;15.49
30.05.2017;15.73
31.05.2017;15.36
01.06.2017;15.20
02.06.2017;15.00
05.06.2017;15.19
06.06.2017;14.93
07.06.2017;15.04
08.06.2017;15.50
09.06.2017;15.10
12.06.2017;14.85
13.06.2017;14.76
14.06.2017;14.79
15.06.2017;14.66
16.06.2017;14.69
19.06.2017;14.86
20.06.2017;14.94
21.06.2017;14.79
22.06.2017;14.74
23.06.2017;14.74
26.06.2017;14.91
27.06.2017;15.09
28.06.2017;15.25
29.06.2017;15.01
30.06.2017;15.04
03.07.2017;15.16
04.07.2017;15.05
05.07.2017;15.06
06.07.2017;15.09
07.07.2017;14.84
10.07.2017;14.69
11.07.2017;14.54
12.07.2017;14.59
13.07.2017;14.75
14.07.2017;14.78
17.07.2017;14.98
18.07.2017;14.81
19.07.2017;14.85
20.07.2017;15.06
21.07.2017;14.93
24.07.2017;14.83
25.07.2017;14.96
26.07.2017;15.26
27.07.2017;15.18
28.07.2017;14.98
31.07.2017;15.03
01.08.2017;14.74
02.08.2017;14.90
03.08.2017;14.96
04.08.2017;15.09
07.08.2017;15.36
08.08.2017;15.33
09.08.2017;15.65
10.08.2017;15.86
11.08.2017;16.14
14.08.2017;15.85
15.08.2017;15.79
16.08.2017;16.20
17.08.2017;16.20
18.08.2017;16.28
21.08.2017;16.24
22.08.2017;16.31
23.08.2017;16.50
24.08.2017;16.43
25.08.2017;16.39
29.08.2017;16.60
30.08.2017;16.64
31.08.2017;16.49
01.09.2017;16.51
04.09.2017;16.54
05.09.2017;16.96
06.09.2017;16.95
07.09.2017;16.86
08.09.2017;16.91
11.09.2017;17.26
12.09.2017;17.24
13.09.2017;17.44
14.09.2017;17.65
15.09.2017;17.31
18.09.2017;17.19
19.09.2017;17.23
20.09.2017;16.99
21.09.2017;16.89
22.09.2017;16.79
25.09.2017;17.51
26.09.2017;17.46
27.09.2017;17.53
28.09.2017;17.63
29.09.2017;16.91
02.10.2017;17.71
03.10.2017;17.98
04.10.2017;18.04
05.10.2017;18.19
06.10.2017;18.24
09.10.2017;18.28
10.10.2017;18.16
11.10.2017;18.11
12.10.2017;17.96
13.10.2017;18.08
16.10.2017;18.19
17.10.2017;18.21
18.10.2017;18.40
19.10.2017;18.21
20.10.2017;17.84
23.10.2017;17.80
24.10.2017;17.69
25.10.2017;17.84
26.10.2017;17.74
27.10.2017;17.78
30.10.2017;17.76
31.10.2017;18.09
01.11.2017;18.59
02.11.2017;18.56
03.11.2017;18.35
06.11.2017;18.99
07.11.2017;19.31
08.11.2017;19.38
09.11.2017;19.48
10.11.2017;19.81
13.11.2017;19.84
14.11.2017;19.23
15.11.2017;19.10
16.11.2017;19.18
17.11.2017;18.94
20.11.2017;19.49
21.11.2017;19.83
22.11.2017;19.69
23.11.2017;20.14
24.11.2017;20.44
27.11.2017;20.73
28.11.2017;20.30
29.11.2017;20.43
30.11.2017;20.45
01.12.2017;20.83
04.12.2017;21.53
05.12.2017;21.56
06.12.2017;21.29
07.12.2017;21.34
08.12.2017;20.84
11.12.2017;21.25
12.12.2017;21.78
13.12.2017;20.74
14.12.2017;21.16
15.12.2017;21.13
18.12.2017;20.54
19.12.2017;20.05
20.12.2017;20.39
21.12.2017;20.08
22.12.2017;19.78
27.12.2017;19.29
28.12.2017;19.88
29.12.2017;19.78
02.01.2018;19.44
03.01.2018;19.43
04.01.2018;19.31
05.01.2018;18.96
08.01.2018;19.15
09.01.2018;19.54
10.01.2018;19.41
11.01.2018;19.38
12.01.2018;19.88
15.01.2018;19.20
16.01.2018;19.01
17.01.2018;18.53
18.01.2018;18.45
19.01.2018;18.31
22.01.2018;18.68
23.01.2018;18.30
24.01.2018;17.90
25.01.2018;17.90
26.01.2018;17.85
29.01.2018;17.48
30.01.2018;17.48
31.01.2018;18.05
01.02.2018;18.24
02.02.2018;18.24
05.02.2018;17.65
06.02.2018;18.01
07.02.2018;18.24
08.02.2018;17.79
09.02.2018;17.91
12.02.2018;18.04
13.02.2018;18.40
14.02.2018;18.11
15.02.2018;17.86
16.02.2018;18.36
19.02.2018;19.25
20.02.2018;19.86
21.02.2018;19.85
22.02.2018;20.10
23.02.2018;20.58
26.02.2018;18.83
27.02.2018;19.26
28.02.2018;20.15
01.03.2018;17.76
02.03.2018;17.88
05.03.2018;17.63
06.03.2018;17.76
07.03.2018;17.91
08.03.2018;18.40
09.03.2018;19.00
12.03.2018;19.71
13.03.2018;19.56
14.03.2018;18.71
15.03.2018;18.94
16.03.2018;18.74
19.03.2018;18.83
20.03.2018;19.24
21.03.2018;19.54
22.03.2018;18.89
23.03.2018;18.54
26.03.2018;18.14
27.03.2018;18.54
28.03.2018;18.45
29.03.2018;18.80
03.04.2018;18.11
04.04.2018;18.25
05.04.2018;18.21
06.04.2018;18.29
09.04.2018;18.76
10.04.2018;18.96
11.04.2018;19.29
12.04.2018;19.34
13.04.2018;19.68
16.04.2018;19.45
17.04.2018;19.10
18.04.2018;19.39
19.04.2018;20.03
20.04.2018;19.89
23.04.2018;19.93
24.04.2018;19.76
25.04.2018;20.04
26.04.2018;20.21
27.04.2018;20.35
30.04.2018;20.70
01.05.2018;20.18
02.05.2018;19.96
03.05.2018;20.08
04.05.2018;20.51
08.05.2018;20.63
09.05.2018;20.96
10.05.2018;21.18
11.05.2018;21.39
14.05.2018;21.71
15.05.2018;21.56
16.05.2018;21.79
17.05.2018;22.43
18.05.2018;22.15
21.05.2018;22.45
22.05.2018;22.95
23.05.2018;22.83
24.05.2018;22.74
25.05.2018;21.83
29.05.2018;22.65
30.05.2018;23.05
31.05.2018;22.41
01.06.2018;21.88
04.06.2018;21.96
05.06.2018;21.49
06.06.2018;21.45
07.06.2018;21.75
08.06.2018;21.61
11.06.2018;21.51
12.06.2018;21.88
13.06.2018;22.44
14.06.2018;22.35
15.06.2018;21.78
18.06.2018;22.21
19.06.2018;21.75
20.06.2018;21.63
21.06.2018;21.64
22.06.2018;21.74
25.06.2018;21.60
26.06.2018;21.63
27.06.2018;22.09
28.06.2018;22.01
29.06.2018;21.93
02.07.2018;22.33
03.07.2018;22.30
04.07.2018;22.41
05.07.2018;22.68
06.07.2018;22.43
09.07.2018;22.80
10.07.2018;22.84
11.07.2018;22.55
12.07.2018;22.05
13.07.2018;22.38
16.07.2018;22.01
17.07.2018;21.96
18.07.2018;22.13
19.07.2018;22.14
20.07.2018;21.95
23.07.2018;22.18
24.07.2018;22.16
25.07.2018;22.26
26.07.2018;22.26
27.07.2018;22.01
30.07.2018;22.16
31.07.2018;22.09
01.08.2018;21.99
02.08.2018;22.09
03.08.2018;22.35
06.08.2018;22.56
07.08.2018;22.70
08.08.2018;22.65
09.08.2018;22.76
10.08.2018;23.04
13.08.2018;23.64
14.08.2018;23.74
15.08.2018;23.58
16.08.2018;24.03
17.08.2018;24.26
20.08.2018;24.25
21.08.2018;24.43
22.08.2018;24.58
23.08.2018;24.90
24.08.2018;25.05
28.08.2018;25.54
29.08.2018;26.16
30.08.2018;26.04
31.08.2018;25.96
03.09.2018;26.41
04.09.2018;26.78
05.09.2018;27.14
06.09.2018;27.59
07.09.2018;28.19
10.09.2018;29.18
11.09.2018;28.68
12.09.2018;27.54
13.09.2018;26.69
14.09.2018;27.40
17.09.2018;27.86
18.09.2018;27.40
19.09.2018;28.50
20.09.2018;28.20
21.09.2018;28.73
24.09.2018;29.33
25.09.2018;29.20
26.09.2018;28.21
27.09.2018;27.55
28.09.2018;27.10
01.10.2018;27.85
02.10.2018;27.24
03.10.2018;27.26
04.10.2018;27.79
05.10.2018;28.08
08.10.2018;27.38
09.10.2018;26.80
10.10.2018;26.33
11.10.2018;26.03
12.10.2018;26.60
15.10.2018;26.51
16.10.2018;26.28
17.10.2018;26.31
18.10.2018;26.03
19.10.2018;26.93
22.10.2018;26.11
23.10.2018;25.68
24.10.2018;25.41
25.10.2018;24.86
26.10.2018;24.25
29.10.2018;24.49
30.10.2018;23.90
31.10.2018;23.46
01.11.2018;23.83
02.11.2018;24.41
05.11.2018;23.83
06.11.2018;23.89
07.11.2018;24.59
08.11.2018;24.43
09.11.2018;24.50
12.11.2018;25.93
13.11.2018;26.54
14.11.2018;26.56
15.11.2018;26.55
16.11.2018;25.78
19.11.2018;24.29
20.11.2018;24.51
21.11.2018;24.58
22.11.2018;24.71
23.11.2018;24.90
26.11.2018;24.64
27.11.2018;25.18
28.11.2018;24.35
29.11.2018;24.68
30.11.2018;24.43
03.12.2018;24.96
04.12.2018;24.49
05.12.2018;23.76
06.12.2018;23.21
07.12.2018;23.35
10.12.2018;23.29
11.12.2018;23.64
12.12.2018;24.06
13.12.2018;24.25
14.12.2018;24.61
17.12.2018;24.65
18.12.2018;23.89
19.12.2018;24.43
20.12.2018;24.65
21.12.2018;24.91
24.12.2018;24.34
27.12.2018;23.43
28.12.2018;22.78
31.12.2018;21.80
02.01.2019;22.61
03.01.2019;22.23
04.01.2019;22.84
07.01.2019;21.46
08.01.2019;22.30
09.01.2019;21.80
10.01.2019;22.01
11.01.2019;22.30
14.01.2019;21.78
15.01.2019;21.96
16.01.2019;22.18
17.01.2019;22.95
18.01.2019;22.61
21.01.2019;21.93
22.01.2019;21.84
23.01.2019;22.19
24.01.2019;21.43
25.01.2019;21.08
28.01.2019;20.63
29.01.2019;20.68
30.01.2019;20.28
31.01.2019;20.01
01.02.2019;19.33
04.02.2019;19.30
05.02.2019;19.01
06.02.2019;19.04
07.02.2019;18.86
08.02.2019;18.40
11.02.2019;18.19
12.02.2019;17.70
13.02.2019;18.14
14.02.2019;17.88
15.02.2019;18.19
18.02.2019;17.50
19.02.2019;17.89
20.02.2019;18.13
21.02.2019;17.58
22.02.2019;17.21
25.02.2019;17.04
26.02.2019;17.16
27.02.2019;17.74
28.02.2019;17.75
01.03.2019;17.39
04.03.2019;17.51
05.03.2019;17.31
06.03.2019;16.95
07.03.2019;16.95
08.03.2019;16.85
11.03.2019;16.68
12.03.2019;16.18
13.03.2019;15.81
14.03.2019;15.70
15.03.2019;15.28
18.03.2019;15.25
19.03.2019;15.08
20.03.2019;15.29
21.03.2019;14.69
22.03.2019;14.51
25.03.2019;14.26
26.03.2019;14.56
27.03.2019;14.99
28.03.2019;14.39
29.03.2019;14.38
01.04.2019;13.94
02.04.2019;13.55
03.04.2019;14.23
04.04.2019;14.83
05.04.2019;16.56
08.04.2019;15.84
09.04.2019;16.66
10.04.2019;15.91
11.04.2019;16.23
12.04.2019;15.90
15.04.2019;14.98
16.04.2019;15.04
17.04.2019;15.35
18.04.2019;14.51
23.04.2019;14.50
24.04.2019;14.28
25.04.2019;14.70
26.04.2019;14.20
29.04.2019;14.49
30.04.2019;14.50
01.05.2019;14.16
02.05.2019;14.55
03.05.2019;14.63
07.05.2019;14.23
08.05.2019;14.49
09.05.2019;14.45
10.05.2019;14.15
13.05.2019;13.76
14.05.2019;13.93
15.05.2019;13.83
16.05.2019;13.24
17.05.2019;12.96
20.05.2019;13.03
21.05.2019;12.69
22.05.2019;12.80
23.05.2019;12.51
24.05.2019;12.36
28.05.2019;12.49
29.05.2019;12.20
30.05.2019;11.51
31.05.2019;10.64
03.06.2019;11.13
04.06.2019;11.84
05.06.2019;11.44
06.06.2019;11.14
07.06.2019;11.64
10.06.2019;11.89
11.06.2019;11.31
12.06.2019;11.30
13.06.2019;11.45
14.06.2019;11.55
17.06.2019;11.55
18.06.2019;11.04
19.06.2019;10.55
20.06.2019;10.23
21.06.2019;10.46
24.06.2019;10.11
25.06.2019;9.89
26.06.2019;9.80
27.06.2019;9.26
28.06.2019;9.41
01.07.2019;10.43
02.07.2019;10.34
03.07.2019;10.41
04.07.2019;10.59
05.07.2019;11.38
08.07.2019;12.06
09.07.2019;11.38
10.07.2019;12.38
11.07.2019;12.96
12.07.2019;13.48
15.07.2019;12.64
16.07.2019;11.30
17.07.2019;11.18
18.07.2019;10.69
19.07.2019;10.75
22.07.2019;10.26
23.07.2019;10.71
24.07.2019;10.19
25.07.2019;10.03
26.07.2019;10.05
29.07.2019;9.80
30.07.2019;9.96
31.07.2019;10.19
01.08.2019;12.49
02.08.2019;11.99
05.08.2019;11.48
06.08.2019;10.98
07.08.2019;11.45
08.08.2019;12.29
09.08.2019;11.78
12.08.2019;11.40
13.08.2019;11.81
14.08.2019;11.29
15.08.2019;11.16
16.08.2019;11.05
19.08.2019;10.85
20.08.2019;11.35
21.08.2019;11.40
22.08.2019;11.06
23.08.2019;10.58
27.08.2019;10.23
28.08.2019;10.35
29.08.2019;10.76
30.08.2019;9.78
02.09.2019;12.09
03.09.2019;12.14
04.09.2019;12.00
05.09.2019;12.41
06.09.2019;12.41
09.09.2019;12.39
10.09.2019;14.76
11.09.2019;13.91
12.09.2019;14.59
13.09.2019;14.65
16.09.2019;15.34
17.09.2019;13.48
18.09.2019;12.75
19.09.2019;12.41
20.09.2019;12.76
23.09.2019;12.23
24.09.2019;12.44
25.09.2019;12.05
26.09.2019;12.15
27.09.2019;11.99
30.09.2019;11.24
01.10.2019;16.61
02.10.2019;16.06
03.10.2019;16.09
04.10.2019;15.79
07.10.2019;15.51
08.10.2019;15.71
09.10.2019;15.76
10.10.2019;15.86
11.10.2019;16.08
14.10.2019;16.09
15.10.2019;16.11
16.10.2019;16.15
17.10.2019;16.03
18.10.2019;15.94
21.10.2019;15.61
22.10.2019;15.66
23.10.2019;15.45
24.10.2019;15.70
25.10.2019;15.25
28.10.2019;14.51
29.10.2019;13.91
30.10.2019;13.86
31.10.2019;13.29
01.11.2019;16.41
04.11.2019;16.74
05.11.2019;16.80
06.11.2019;16.29
07.11.2019;16.24
08.11.2019;15.98
11.11.2019;15.93
12.11.2019;15.65
13.11.2019;15.48
14.11.2019;15.63
15.11.2019;15.81
18.11.2019;15.29
19.11.2019;15.38
20.11.2019;15.64
21.11.2019;15.78
22.11.2019;16.19
25.11.2019;16.36
26.11.2019;15.96
27.11.2019;16.11
28.11.2019;15.70
29.11.2019;15.65
02.12.2019;15.94
03.12.2019;15.90
04.12.2019;15.94
05.12.2019;15.41
06.12.2019;15.16
09.12.2019;14.89
10.12.2019;14.49
11.12.2019;14.09
12.12.2019;14.83
13.12.2019;13.80
16.12.2019;13.95
17.12.2019;14.56
18.12.2019;15.11
19.12.2019;15.08
20.12.2019;14.24
23.12.2019;13.10
24.12.2019;12.70
27.12.2019;12.94
30.12.2019;12.33
31.12.2019;11.94
02.01.2020;12.14
03.01.2020;13.04
06.01.2020;12.38
07.01.2020;11.95
08.01.2020;12.03
09.01.2020;12.16
10.01.2020;12.04
13.01.2020;12.14
14.01.2020;11.40
15.01.2020;11.39
16.01.2020;11.19
17.01.2020;11.04
20.01.2020;10.65
21.01.2020;10.88
22.01.2020;10.45
23.01.2020;10.51
24.01.2020;10.56
27.01.2020;10.59
28.01.2020;10.86
29.01.2020;10.14
30.01.2020;9.86
31.01.2020;9.79
03.02.2020;9.28
04.02.2020;9.50
05.02.2020;9.39
06.02.2020;9.26
07.02.2020;9.16
10.02.2020;8.69
11.02.2020;8.66
12.02.2020;8.86
13.02.2020;8.90
14.02.2020;9.04
17.02.2020;9.43
18.02.2020;9.38
19.02.2020;9.68
20.02.2020;9.68
21.02.2020;9.45
24.02.2020;9.09
25.02.2020;9.01
26.02.2020;9.16
27.02.2020;8.93
28.02.2020;9.06
02.03.2020;9.09
03.03.2020;9.10
04.03.2020;8.96
05.03.2020;8.94
06.03.2020;8.68
09.03.2020;8.63
10.03.2020;9.09
11.03.2020;9.40
12.03.2020;9.29
13.03.2020;9.28
16.03.2020;8.76
17.03.2020;8.53
18.03.2020;8.28
19.03.2020;8.59
20.03.2020;8.33
23.03.2020;7.95
24.03.2020;7.98
25.03.2020;7.88
26.03.2020;7.58
27.03.2020;7.25
30.03.2020;6.85
31.03.2020;6.96
01.04.2020;6.93
02.04.2020;6.93
03.04.2020;6.99
06.04.2020;7.25
07.04.2020;7.39
08.04.2020;7.35
09.04.2020;7.38
14.04.2020;6.90
15.04.2020;6.75
16.04.2020;7.08
17.04.2020;7.03
20.04.2020;6.69
21.04.2020;6.44
22.04.2020;6.25
23.04.2020;6.11
24.04.2020;5.88
27.04.2020;6.08
28.04.2020;6.24
29.04.2020;6.00
30.04.2020;5.86
01.05.2020;5.85
04.05.2020;5.86
05.05.2020;5.75
06.05.2020;5.88
07.05.2020;5.81
11.05.2020;5.76
12.05.2020;5.38
13.05.2020;5.25
14.05.2020;5.35
15.05.2020;5.26
18.05.2020;4.98
19.05.2020;4.73
20.05.2020;4.51
21.05.2020;4.00
22.05.2020;4.18
26.05.2020;4.18
27.05.2020;3.70
28.05.2020;3.64
29.05.2020;3.84
01.06.2020;4.23
02.06.2020;4.96
03.06.2020;5.51
04.06.2020;5.29
05.06.2020;5.66
08.06.2020;5.35
09.06.2020;5.03
10.06.2020;4.94
11.06.2020;5.15
12.06.2020;5.31
15.06.2020;5.49
16.06.2020;5.28
17.06.2020;5.35
18.06.2020;5.55
19.06.2020;5.79
22.06.2020;5.55
23.06.2020;5.90
24.06.2020;5.80
25.06.2020;5.38
26.06.2020;5.30
29.06.2020;5.91
30.06.2020;5.85
01.07.2020;5.89
02.07.2020;5.96
03.07.2020;6.08
06.07.2020;6.16
07.07.2020;6.28
08.07.2020;5.95
09.07.2020;5.83
10.07.2020;5.54
13.07.2020;5.21
14.07.2020;5.24
15.07.2020;5.34
16.07.2020;5.06
17.07.2020;5.20
20.07.2020;4.81
21.07.2020;4.88
22.07.2020;5.00
23.07.2020;5.09
24.07.2020;4.99
27.07.2020;4.85
28.07.2020;5.05
29.07.2020;5.26
30.07.2020;5.14
31.07.2020;5.29
03.08.2020;7.08
04.08.2020;7.19
05.08.2020;7.33
06.08.2020;7.95
07.08.2020;8.00
10.08.2020;7.63
11.08.2020;7.51
12.08.2020;7.28
13.08.2020;7.51
14.08.2020;8.31
17.08.2020;8.21
18.08.2020;8.79
19.08.2020;8.44
20.08.2020;8.19
21.08.2020;7.66
24.08.2020;8.49
25.08.2020;9.05
26.08.2020;9.33
27.08.2020;9.14
28.08.2020;10.00
01.09.2020;11.39
02.09.2020;11.13
03.09.2020;11.86
04.09.2020;11.85
07.09.2020;11.31
08.09.2020;10.94
09.09.2020;10.85
10.09.2020;10.59
11.09.2020;10.56
14.09.2020;10.81
15.09.2020;11.01
16.09.2020;11.53
17.09.2020;11.24
18.09.2020;11.49
21.09.2020;11.55
22.09.2020;11.79
23.09.2020;12.03
24.09.2020;11.73
25.09.2020;11.76
28.09.2020;12.45
29.09.2020;12.19
30.09.2020;12.29
01.10.2020;13.21
02.10.2020;13.09
05.10.2020;13.58
06.10.2020;13.30
07.10.2020;13.83
08.10.2020;14.05
09.10.2020;13.90
12.10.2020;13.93
13.10.2020;13.58
14.10.2020;14.08
15.10.2020;14.35
16.10.2020;14.55
19.10.2020;14.91
20.10.2020;14.94
21.10.2020;14.93
22.10.2020;15.39
23.10.2020;15.48
26.10.2020;14.81
27.10.2020;14.90
28.10.2020;14.48
29.10.2020;14.30
30.10.2020;13.90
02.11.2020;13.69
03.11.2020;13.83
04.11.2020;14.05
05.11.2020;14.48
06.11.2020;13.98
09.11.2020;13.94
10.11.2020;14.18
11.11.2020;14.21
12.11.2020;14.13
13.11.2020;14.41
16.11.2020;14.50
17.11.2020;14.00
18.11.2020;13.68
19.11.2020;13.09
20.11.2020;13.00
23.11.2020;13.70
24.11.2020;13.99
25.11.2020;13.88
26.11.2020;14.15
27.11.2020;14.55
30.11.2020;15.18
01.12.2020;14.89
02.12.2020;15.04
03.12.2020;14.18
04.12.2020;14.65
07.12.2020;14.33
08.12.2020;14.46
09.12.2020;14.78
10.12.2020;15.65
11.12.2020;16.00
14.12.2020;16.71
15.12.2020;17.33
16.12.2020;16.31
17.12.2020;15.99
18.12.2020;15.88
21.12.2020;16.88
22.12.2020;17.68
23.12.2020;17.48
24.12.2020;17.89
29.12.2020;19.10
30.12.2020;18.93
31.12.2020;19.28
04.01.2021;19.84
05.01.2021;18.01
06.01.2021;17.69
07.01.2021;19.50
08.01.2021;20.46
11.01.2021;22.41
12.01.2021;26.56
13.01.2021;21.68
14.01.2021;21.15
15.01.2021;20.04
18.01.2021;19.00
19.01.2021;20.44
20.01.2021;20.03
21.01.2021;19.99
22.01.2021;21.66
25.01.2021;20.20
26.01.2021;19.63
27.01.2021;19.71
28.01.2021;21.06
29.01.2021;20.20
